oppId,updateId,findingBlock,pathId,amountIn,predictedNetProfit,predictedGrossProfit,predictedGas,txHash,internalError,executionTime
1081468I02174,1081468P6378ba053f3a6ed2903b72380949d5a3,1081468,I02174,84914673785299093903,477546584133255485,565746584133255485,392000,0xcf1438b6a337de1bf2807c5810137e33e5d594a7f06eb0648ecc74184afcaf79,,7136
1081569I03633,1081569P463a7d38ae03f8a04d4b599be317adc2,1081569,I03633,8034716470532159102,50985055995173688,139185055995173688,392000,,VM Exception while processing transaction: revert Not profitable,
1081656I00726,1081656P26dccf436baa282c25c8e0e5e73ffb1c,1081656,I00726,25249643207023498743,52283007844563125,113483007844563125,272000,,VM Exception while processing transaction: revert Not profitable,
1081656I00726,1081656P26dccf436baa282c25c8e0e5e73ffb1c,1081656,I00726,25249643207023498743,52283007844563125,113483007844563125,272000,0x05365e03a267f3692265d87d162e1c14fbe20a2e77c012f035de02f2fa786bf5,,5673
1081828I03433,1081828Pba4f4b2001c2c716ecd87de083d80d25,1081828,I03433,47383706915037061572,354359430279957302,442559430279957302,392000,,VM Exception while processing transaction: revert Not profitable,
1081828I03433,1081828Pba4f4b2001c2c716ecd87de083d80d25,1081828,I03433,47383706915037061572,354359430279957302,442559430279957302,392000,0x2856722c87878d5c621f9768e8aeca7bc907b32dc5902ab5b2fd462dac00a972,,3109
1081838I03629,1081838Pba4f4b2001c2c716ecd87de083d80d25,1081838,I03629,35665848376329762039,202860736873789955,291060736873789955,392000,,VM Exception while processing transaction: revert Not profitable,
1081838I03629,1081838Pba4f4b2001c2c716ecd87de083d80d25,1081838,I03629,35665848376329762039,202860736873789955,291060736873789955,392000,,Tx submission timeout reached,
1081920I03484,1081920P04f08c719d88468d5607f0bb6b732223,1081920,I03484,14319226897366546139,449565154598650776,537765154598650776,392000,,VM Exception while processing transaction: revert Not profitable,
1081925I03485,1081925P7427fe8b2ace7c8b23f044deb3ac75ea,1081925,I03485,5579504376798053888,87159272890522156,175359272890522156,392000,,VM Exception while processing transaction: revert Not profitable,
1081920I03484,1081920P04f08c719d88468d5607f0bb6b732223,1081920,I03484,14319226897366546139,449565154598650776,537765154598650776,392000,0xa294da495ecc017e541ded7c8b0bf6b8c4a664cc7f732348dc6bc1496574c2eb,,2351
