updateId,blockNumber,traderAddress,nodeIp,startTimestamp,processingTime,updatedPools,searchedPaths
1079227P758c48aee2cec12b2fe55def24df733c,1079227,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343216560,158,0x1aCf1583bEBdCA21C8025E172D8E8f2817343d65,3422
1079229P758c48aee2cec12b2fe55def24df733c,1079229,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343230379,196,0x1aCf1583bEBdCA21C8025E172D8E8f2817343d65,3422
1079229P758c48aee2cec12b2fe55def24df733c,1079229,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343230379,175,0x1aCf1583bEBdCA21C8025E172D8E8f2817343d65,3422
1079230P90593322463a8ef1b4385bd3c28ebf29,1079230,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343230718,179,0xbfc3C72Bab7252341dC90A1E85797Ebd8C79c338,3156
1079230P26dccf436baa282c25c8e0e5e73ffb1c,1079230,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343230898,146,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3156
1079230P90593322463a8ef1b4385bd3c28ebf29,1079230,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343230766,178,0xbfc3C72Bab7252341dC90A1E85797Ebd8C79c338,3156
1079230P26dccf436baa282c25c8e0e5e73ffb1c,1079230,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343230945,145,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3156
1079229P26dccf436baa282c25c8e0e5e73ffb1c,1079229,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343230554,693,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3422
1079234Pd9e840c8b8b7c5a90db83cb1c5490a1e,1079234,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343233667,154,0x17a2E8275792b4616bEFb02EB9AE699aa0DCb94b,3156
1079234Pd9e840c8b8b7c5a90db83cb1c5490a1e,1079234,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343233667,186,0x17a2E8275792b4616bEFb02EB9AE699aa0DCb94b,3422
1079234P26dccf436baa282c25c8e0e5e73ffb1c,1079234,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343233823,144,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3156
1079234P26dccf436baa282c25c8e0e5e73ffb1c,1079234,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343233855,151,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3422
1079236P63bffbe106c08a57d45697bdd345af53,1079236,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343234290,141,0x6c2038f09212dac0aD30Be822f0EECfB29064814,3156
1079236P26dccf436baa282c25c8e0e5e73ffb1c,1079236,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343234432,134,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3156
1079236P63bffbe106c08a57d45697bdd345af53,1079236,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343234291,154,0x6c2038f09212dac0aD30Be822f0EECfB29064814,3422
1079236P26dccf436baa282c25c8e0e5e73ffb1c,1079236,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343234445,147,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3422
1079242P26dccf436baa282c25c8e0e5e73ffb1c,1079242,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343242118,152,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3422
1079242Pd9e840c8b8b7c5a90db83cb1c5490a1e,1079242,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343242271,150,0x17a2E8275792b4616bEFb02EB9AE699aa0DCb94b,3422
1079242P26dccf436baa282c25c8e0e5e73ffb1c,1079242,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343242422,145,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,3422
1079242Pd9e840c8b8b7c5a90db83cb1c5490a1e,1079242,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343242567,146,0x17a2E8275792b4616bEFb02EB9AE699aa0DCb94b,3422
1079244P80819e3764cc3a09110c40b4960b4039,1079244,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343288145,160,0x0751f9A49D921aA282257563C2041B9a0E00eB78,3422
1079245P758c48aee2cec12b2fe55def24df733c,1079245,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343291209,153,0x1aCf1583bEBdCA21C8025E172D8E8f2817343d65,3422
1079246P63bffbe106c08a57d45697bdd345af53,1079246,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343294144,152,0x6c2038f09212dac0aD30Be822f0EECfB29064814,3422
1079248Pbd029547708f7a4a5fd7af005970cde8,1079248,0x8A877D7f4D7DBDebFf196C93Cc34BABF6A90f9ab,54.184.27.142,1618343301413,156,0x76FbCE48D9dCE3d04bfAc318d1fDeb3a78e903A9,3422
