oppId,updateId,findingBlock,pathId,amountIn,predictedNetProfit,predictedGrossProfit,predictedGas,txHash,internalError,executionTime
b861eadde10a337bf7dc8903b5fd725f,f821ca5c72633bada6e5899b19ea7942,1097176,I04614,897748797418884311,71135547609598080,159335547609598080,392000,0xe2bcef7bff4d1be2839ab802d9a9bc9c1d281b76987c65538373051fb8f733e2,,2198
2a07e6d5c6c636a7bc34e97c9fc0d9c3,0253ffb17b5131a47a65060ede8bfa65,1097302,I03783,37157181270274939847,150341933154947595,211541933154947595,272000,0x6cc133facdc944798ec914c8d08fa8a22a3397f85ead768e96661d50c4a8773d,,2689
f5fbf621404d74fcd95f802c3156ee00,5140f82ac5b0ecba59bdca95d01bb3d0,1097346,I03697,63790198441649791122,124342236112734423,185542236112734423,272000,0x9f9a0a62e99202f35c3b8e6a97b2b4bc44f108bb52b908ce4b9edc0002246f9d,,4049
184459d770ea8fb30d944fdf4e8fa9f4,6394f81065aa0e54ac18ad764a7201e9,1097374,I04614,895630778848333152,70384607179361716,158584607179361716,392000,0xb7ecf52d3e5b7fdc599a1e4ab1d70d3f0c62154eb232f1b97df6d902a0a4eb05,,1960
b85dfb3aa16e91729b9e1c3935ac6e24,ed5bcab6da6f19ae4d08a639c8316502,1097428,I03783,35719715250243189626,135307500750145759,196507500750145759,272000,0xbb6637d9a636e04108906630f09c9917481cc256c2a4915612f59df64a5c67fb,,8770
4b687f17a71f4ebd5248d2ef2d9369ae,f0bf2a52eaba25f21a0e214aa7a50905,1097500,I04614,895753535379461015,70428081903043047,158628081903043047,392000,0x97b5c083648b7be48d1aa93cb4ea33c242df2b1062ed84a83d1cea948874c0e2,,9798
04e46030f69bd484a16727552800ae01,79b923d82e2450aecc9e1389dbdb17e1,1097522,I00636,33238359726881374460,100896115331338480,189096115331338480,392000,0x916f078164fe418e122489b365efbfeaa0b630a13853ce3ee4d9cf0306b0643f,,2484
fc2d5539f0a4e3d2f4eb3a3d52fa2bc2,13d9b5c87ff9939fce3b2e44ceedcc04,1097548,I03730,30642194582934439440,76221554081944946,137421554081944946,272000,0x230958bd3031b009545dd84039a72f021dc7747187c6b9d6eee9b761aa95c733,,2171
7fa204b542af093fb4e60bddf372678b,24807785e72c0e3b67af3c7ef7f2c2d0,1097444,I00885,27136594335808429891,93324036636728868,181524036636728868,392000,0x5d0e5ae39b73b6bdba0bc28bfc98706817163d803edceedd2e987b4e4eda3b04,,3105
f69f9f7d5c7229ac9fe15174c606c4f2,767c9d2ba12af6822ca458452681638d,1097496,I04614,895760369467441187,70430502398417079,158630502398417079,392000,0xa062fb3cd9497e5e99da0d99cab0f17d60a2a088da05c67da66772ec65128681,,1167
