updateId,blockNumber,traderAddress,nodeIp,startTimestamp,processingTime,updatedPools,searchedPaths,index
899b9703bf099a5cf18af86009cb0d36,1079683,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345724038,11,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,96,0
8b41c7c3991d626ed40c7d5a8eccff95,1079683,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,54.184.27.142,1618345724038,22,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,134,1
6aed5dfcc1bb74dbcaee588919813042,1079689,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345760336,2,0x1bb5541EcCdA68A352649954D4C8eCe6aD68338d,16,0
8448608ee403806e3abb0cc5f17e2d0f,1079689,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,54.184.27.142,1618345760339,7,0x1bb5541EcCdA68A352649954D4C8eCe6aD68338d,24,1
596c4481c929f3b6927f621a92bdf955,1079691,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345773097,2,0xF54a719215622f602FCA5BF5a6509734C3574a4c,20,0
c5b017b95438712abc638b5ecf347acd,1079691,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,54.184.27.142,1618345773096,5,0xF54a719215622f602FCA5BF5a6509734C3574a4c,28,1
aafc08e3036be777e451086475b7ab76,1079701,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345857082,3,0x494Dd9f783dAF777D3fb4303da4de795953592d0,24,0
83096b8c5b2d6952aee14cb62a791117,1079701,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,54.184.27.142,1618345857082,7,0x494Dd9f783dAF777D3fb4303da4de795953592d0,32,1
eebc3203ab63c431d22b0f2b73c751ff,1079705,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,54.184.27.142,1618345929896,3,0x0751f9A49D921aA282257563C2041B9a0E00eB78,20,0
70dd663d196d3596248c1c6b2d7e8045,1079715,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345978279,5,0x494Dd9f783dAF777D3fb4303da4de795953592d0,24,0
784db6eaf9f5697d140d30165f26c975,1079715,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345978285,3,0x0b9753D73e1c62933e913e9c2C94f2fFa8236F6C,8,1
3d39e8b95974f2983cb0f2a1df236c96,1079715,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345978289,5,0xa1C2c3B6b120cBd4Cec7D2371FFd4a931A134A32,30,2
0e8beee335fc58c8202a7b86d3bd47f8,1079719,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345992208,4,0x494Dd9f783dAF777D3fb4303da4de795953592d0,24,0
a07def363e43a4b5854b54c4796162d7,1079719,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618345992212,8,0x17a2E8275792b4616bEFb02EB9AE699aa0DCb94b,72,1
17d2998dcd4fcffe11685b574d49e2bb,1079723,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346008825,2,0x57cc32Cd7F5a531953E9af25e1C9394093428082,22,0
ad7146e556114cf0e94fe36fbb668c4e,1079727,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346023976,7,0x17a2E8275792b4616bEFb02EB9AE699aa0DCb94b,72,0
23c17ad49de8c6ab9e280f2f69374d10,1079729,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346027219,7,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,96,0
6ae0eb223a1922dbadc08e58ff57baa2,1079737,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346073500,19,0xAc3757c2305D6d1AB30f46b9278d7946Da2B92F7,108,0
ca3ea61b85adb0b589269faa8a3267a6,1079741,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346108430,12,0xAc3757c2305D6d1AB30f46b9278d7946Da2B92F7,108,0
5460b452a25e788339c866a77d5bc706,1079741,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346108442,1,0xd2Bc845Ff9aB003c00b4Cb5fc897aAC22F748743,8,1
f29685f777da29e136d15c07775aff98,1079741,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346108444,3,0xa1C2c3B6b120cBd4Cec7D2371FFd4a931A134A32,30,2
16a2df72d0bde4541f44cbb491e28f6a,1079751,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346176595,8,0x17a2E8275792b4616bEFb02EB9AE699aa0DCb94b,72,0
88f9eb1c789cdaee56ffb969ccbecd23,1079753,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346178594,6,0xfEbf47CF89F766E6c24317b17F862bA5d4d82f8c,60,0
a586b74fe9fc888d28da178d463748b5,1079765,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346257231,3,0xF54a719215622f602FCA5BF5a6509734C3574a4c,20,0
e3c90f01c09272e5460c1c058d178cd4,1079765,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346257235,4,0xF54a719215622f602FCA5BF5a6509734C3574a4c,20,1
69696545092d6d6e232112aec496790a,1079767,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346265757,12,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,96,0
a56632eaf7f7be24852c52c41d0b189b,1079775,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346344408,2,0xF54a719215622f602FCA5BF5a6509734C3574a4c,20,0
723315832f2f168ffc88e5323fa8058f,1079775,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346344411,8,0xbfc3C72Bab7252341dC90A1E85797Ebd8C79c338,96,1
3b33bc05bfce253840a053f20f918e95,1079783,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346417130,5,0x7313835802C6e8CA2A6327E6478747B71440F7a4,32,0
25bff7e41e6636f978e714ac02f432f2,1079791,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346496600,13,0xd7538cABBf8605BdE1f4901B47B8D42c61DE0367,134,0
fccb5fc5144a8024f8152c591533e0fe,1079793,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346505809,12,0xd7538cABBf8605BdE1f4901B47B8D42c61DE0367,134,0
48faa19a7e4143c501607ca9a9c31476,1079799,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346553599,11,0xd7538cABBf8605BdE1f4901B47B8D42c61DE0367,134,0
1805357f793774d3c0908d0c829df444,1079799,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346553612,4,0x53B37b9A6631C462d74D65d61e1c056ea9dAa637,40,1
6ae05c95f081156acdf1de8372cd8f47,1079799,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346553616,7,0x1aCf1583bEBdCA21C8025E172D8E8f2817343d65,96,2
bc4557e5b87446716083f4f58fb5fab0,1079809,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346600084,2,0x57cc32Cd7F5a531953E9af25e1C9394093428082,22,0
b3a15e0fa83094248c0562638a42ddbc,1079809,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346600087,7,0x79C1B4Ee613F29a8c0aae563Ef445317D99a6906,94,1
3aff7d260a3d773b0313ac6ccfc2c2be,1079809,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346600095,2,0x57cc32Cd7F5a531953E9af25e1C9394093428082,22,2
41e30aff1c9d9bc7dab77a7bc0bc8f14,1079809,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346600098,7,0x79C1B4Ee613F29a8c0aae563Ef445317D99a6906,94,3
c8b4b6bd3ada70ba966895bc667f6c6b,1079813,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346614374,11,0xd7538cABBf8605BdE1f4901B47B8D42c61DE0367,134,0
31bab8eb486bbf5736f3914700355c9e,1079813,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346614386,8,0x7a6131110B82dAcBb5872C7D352BfE071eA6A17C,94,1
1c0d226a15358436c65b935b371e0088,1079823,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346698846,6,0x494Dd9f783dAF777D3fb4303da4de795953592d0,24,0
1d5461825a38094edfb84f7569bb593c,1079823,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346698853,5,0xa1C2c3B6b120cBd4Cec7D2371FFd4a931A134A32,30,1
735cd4bd121e96b9336f9ddcd382babb,1079825,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346744112,3,0x494Dd9f783dAF777D3fb4303da4de795953592d0,24,0
4387fa1deaf62263417d18e98fea8c6f,1079835,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346813070,3,0x57cc32Cd7F5a531953E9af25e1C9394093428082,22,0
87ded4987a09c6bb1184ee9cd093c247,1079837,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618346827408,6,0x494Dd9f783dAF777D3fb4303da4de795953592d0,24,0
1ec70ed5d372d1c8c734eb8a1de60719,1079855,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347025979,15,0xd7538cABBf8605BdE1f4901B47B8D42c61DE0367,134,0
b12f40f83e2f53d4936aa4e6d87957d5,1079857,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347028986,3,0x494Dd9f783dAF777D3fb4303da4de795953592d0,24,0
236b0db3fe8095a657531e5cd6bb6da8,1079857,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347028990,2,0x1bb5541EcCdA68A352649954D4C8eCe6aD68338d,16,1
8ae3805625c7c580299ad1d724e5357d,1079857,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347028992,10,0xd7538cABBf8605BdE1f4901B47B8D42c61DE0367,134,2
f03f0d617fc63d97a8f65a536db170a7,1079859,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347032493,4,0xa1C2c3B6b120cBd4Cec7D2371FFd4a931A134A32,30,0
1e6bc08312b7e80b37c7c13473ed7fc8,1079859,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347032498,12,0x7a6131110B82dAcBb5872C7D352BfE071eA6A17C,94,1
af478e3ffcea94af6c3c928fcafe9721,1079861,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347043143,2,0xF54a719215622f602FCA5BF5a6509734C3574a4c,20,0
40291c676e627f855435e8713bfab544,1079879,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347163722,11,0xd7538cABBf8605BdE1f4901B47B8D42c61DE0367,134,0
4c1bc7805deeb36bd12e6fa370a88633,1079881,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347187209,4,0xE8AcF438B10A2C09f80aEf3Ef2858F8E758C98F9,40,0
04c91116180cdea75d5f1ec29134c60f,1079883,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347200069,8,0x17a2E8275792b4616bEFb02EB9AE699aa0DCb94b,72,0
6736804b1be4df7904cc34bcd9eb2abd,1079887,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347225068,3,0x5bae3110066890D0BDB9837c14C2461168a3407E,20,0
ff2ce23cfaa5de75a0368eb411f41003,1079889,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347231048,7,0x9EE0a4E21bd333a6bb2ab298194320b8DaA26516,96,0
33892231e7e4368b8791b4d782119bb1,1079897,0x49C6598c5AcA07f1efeB1A86003C47bf2FC2d95D,54.184.27.142,1618347309674,11,0xd7538cABBf8605BdE1f4901B47B8D42c61DE0367,134,0
